Date,Actual,Predicted
2010-02-05,12.181907198963374,9.239831901853421
2010-02-05,10.7126807053755,8.737683828762925
2010-02-05,6.0627381490840655,7.009037687845904
2010-02-05,10.329915399064989,8.708594303977435
2010-02-05,3.5097527882165007,8.332094785590527
2010-02-05,10.531501368407485,9.288141226078551
2010-02-05,9.208394479955729,8.690682136969798
2010-02-05,9.683679681648911,8.205111243301104
2010-02-05,7.901747518520144,9.178226222071231
2010-02-05,6.958372344778663,8.260689921776077
2010-02-05,6.56244409369372,8.888773995251512
2010-02-05,9.899916182780336,8.572297804142721
2010-02-05,8.180575744252485,8.65440360187273
2010-02-05,10.970055013026032,9.313060524736017
2010-02-05,9.96859856601868,9.251330938779262
2010-02-05,10.13489684826737,9.128674544903475
2010-02-05,9.441744907208143,8.599695385652666
2010-02-05,11.300983936063892,8.79794006129967
2010-02-05,7.882763874788299,8.769136501016874
2010-02-05,11.236412650145438,9.272412932477494
2010-02-05,6.056784013228625,8.581740176984681
2010-02-05,11.384160068350756,9.087714177266008
2010-02-05,10.962119853208083,9.427649930976543
2010-02-05,8.397616548207077,7.927173319895161
2010-02-05,8.305815154196008,8.70687423193155
2010-02-05,9.879259407064202,8.836270184385853
2010-02-05,11.38361543555569,9.078222539819308
2010-02-05,7.478627475173259,7.827155176302142
2010-02-05,6.373200328516909,7.043576611032677
2010-02-05,9.571369323452346,9.152069289122608
2010-02-05,9.359665140086744,8.62916956224035
2010-02-05,7.527013694130038,7.702622593310252
2010-02-05,5.618369819030268,8.561589163392995
2010-02-05,10.425643841184502,9.107592977206082
2010-02-05,8.96673770292309,9.147125868049585
2010-02-05,9.113242294835516,8.710852742602611
2010-02-05,7.275864600546533,7.673875000995594
2010-02-05,9.795484102958834,9.153050052210006
2010-02-05,6.854354502255021,7.712164807043592
2010-02-05,8.372571961805109,9.181797644524664
2010-02-05,7.028431901951679,8.441376987200528
2010-02-05,10.47336083772279,8.461930843368918
2010-02-05,8.504968776793515,8.985357871084375
2010-02-05,7.832442660123537,8.08430752073349
2010-02-05,9.306735417646127,9.275706446085792
2010-02-05,9.037787743444326,8.70966282072132
2010-02-05,10.459415979074196,7.919507295277924
2010-02-05,9.729809532517718,8.444208900374406
2010-02-05,8.739071943208646,7.099363141726599
2010-02-05,9.537692575808512,9.201903167786071
2010-02-05,7.609862200913554,8.114971619202407
2010-02-05,8.153971147630173,8.99877341416456
2010-02-05,8.20751087868479,9.170298607598795
2010-02-05,9.148260692075988,9.19615364932315
2010-02-05,5.384128022961147,7.775449827173986
2010-02-05,7.83678847966577,8.692598643124114
2010-02-05,9.477378313166616,8.725112827435908
2010-02-05,8.968946288243131,7.1780701317655655
