Date,Actual,XGBoost_Prediction
2010-02-05,12.181907198963374,11.675773
2010-02-05,10.7126807053755,10.177805
2010-02-05,6.0627381490840655,5.699595
2010-02-05,10.329915399064989,10.116853
2010-02-05,3.5097527882165007,4.815469
2010-02-05,10.531501368407485,10.726252
2010-02-05,9.208394479955729,9.419898
2010-02-05,9.683679681648911,8.7097
2010-02-05,7.901747518520144,7.5980263
2010-02-05,6.958372344778663,6.1969543
2010-02-05,6.56244409369372,7.7208905
2010-02-05,9.899916182780336,9.639904
2010-02-05,8.180575744252485,8.398611
2010-02-05,10.970055013026032,11.218101
2010-02-05,9.96859856601868,9.538149
2010-02-05,10.13489684826737,9.604428
2010-02-05,9.441744907208143,9.447152
2010-02-05,11.300983936063892,9.889531
2010-02-05,7.882763874788299,8.167557
2010-02-05,11.236412650145438,10.626569
2010-02-05,6.056784013228625,7.518721
2010-02-05,11.384160068350756,10.8699465
2010-02-05,10.962119853208083,11.023641
2010-02-05,8.397616548207077,7.431566
2010-02-05,8.305815154196008,7.709934
2010-02-05,9.879259407064202,9.578896
2010-02-05,11.38361543555569,10.275354
2010-02-05,7.478627475173259,7.0591316
2010-02-05,6.373200328516909,6.700556
2010-02-05,9.571369323452346,9.1895485
2010-02-05,9.359665140086744,9.084116
2010-02-05,7.527013694130038,7.3567157
2010-02-05,5.618369819030268,5.2126865
2010-02-05,10.425643841184502,10.047435
2010-02-05,8.96673770292309,8.888888
2010-02-05,9.113242294835516,8.797848
2010-02-05,7.275864600546533,6.760255
2010-02-05,9.795484102958834,9.737488
2010-02-05,6.854354502255021,6.354728
2010-02-05,8.372571961805109,7.378752
2010-02-05,7.028431901951679,7.26853
2010-02-05,10.47336083772279,10.356128
2010-02-05,8.504968776793515,8.809223
2010-02-05,7.832442660123537,7.856413
2010-02-05,9.306735417646127,9.1544075
2010-02-05,9.037787743444326,8.940475
2010-02-05,10.459415979074196,10.252963
2010-02-05,9.729809532517718,10.032662
2010-02-05,8.739071943208646,7.626399
2010-02-05,9.537692575808512,8.906891
2010-02-05,7.609862200913554,6.8451457
2010-02-05,8.153971147630173,8.472158
2010-02-05,8.20751087868479,9.060469
2010-02-05,9.148260692075988,8.649217
2010-02-05,5.384128022961147,7.160346
2010-02-05,7.83678847966577,8.475538
2010-02-05,9.477378313166616,9.164322
2010-02-05,8.968946288243131,7.6004877
2010-02-05,8.409507752996518,8.216695
2010-02-05,11.28424172008596,11.309336
2010-02-05,9.718466154448375,9.453451
2010-02-05,10.769536857668571,9.388505
2010-02-05,8.435527500751359,8.406562
2010-02-05,7.7920846447682335,6.52597
2010-02-05,8.18227414796578,8.225004
2010-02-05,10.028564809449092,10.151383
2010-02-05,6.736966958001855,6.5760655
2010-02-05,8.678599201849268,8.626128
2010-02-05,9.110122167499272,7.434876
2010-02-05,4.864375620447323,4.510576
2010-02-05,9.370271455888146,8.864956
2010-02-05,7.60935662218864,8.275899
2010-02-05,2.1400661634962708,4.9801316
2010-02-05,8.936507291340028,9.452636
2010-02-05,3.258096538021482,6.2672157
2010-02-05,8.344638186212839,8.307985
2010-02-05,9.571999175827138,9.900662
2010-02-05,9.314635520331745,9.352263
2010-02-05,6.867578909334617,6.3149285
2010-02-05,8.44949662222344,8.08037
2010-02-05,6.822687466592074,6.859889
2010-02-05,7.902272917113654,7.120854
2010-02-05,5.869296913133774,5.3749022
2010-02-05,10.15632271280666,9.955545
2010-02-05,8.096208271650037,8.162212
2010-02-05,9.942618838614004,9.889164
2010-02-05,10.571484603360693,10.177377
2010-02-05,11.061130565990435,11.156833
2010-02-05,9.397303639344273,9.570141
2010-02-05,6.826707900128815,7.8495255
2010-02-05,8.706515187854936,8.508933
2010-02-05,7.830540873499284,7.551461
2010-02-05,9.346972203269608,8.916118
2010-02-05,9.73112979185122,10.111816
2010-02-05,4.574710978503383,4.4731483
2010-02-05,7.042286171939743,7.2818356
2010-02-05,9.38234556426816,8.720454
2010-02-05,10.329627129997936,9.747799
2010-02-05,4.911772143292383,4.2204757
2010-02-05,8.61104776688786,8.36339
2010-02-05,11.026272155861486,10.733963
2010-02-05,3.4836986031738992,5.0763803
2010-02-05,8.192631343676824,7.950021
2010-02-05,11.064051112044345,10.563059
2010-02-05,3.737193314392487,4.5055537
2010-02-05,9.604542287805636,9.800321
2010-02-05,6.861533314163782,7.6451535
2010-02-05,8.89767821228382,8.701955
2010-02-05,6.615717065643983,6.1793895
2010-02-05,9.362429499692974,8.907145
2010-02-05,7.066253636802816,7.9929595
2010-02-05,7.662698160083956,7.9995627
2010-02-05,10.759873915649331,10.259975
2010-02-05,7.812580532747014,8.207537
2010-02-05,9.210028323294056,8.930235
2010-02-05,8.843527065221666,7.268128
2010-02-05,9.643808379980722,9.313973
2010-02-05,9.228150820122144,8.806875
2010-02-05,10.62274706910936,9.346033
2010-02-05,9.92938431789225,9.702358
