Date,Actual,Predicted
2012-04-13,7.414837906469293,9.03515
2012-04-13,8.688034097013924,8.148697
2012-04-13,10.855645882150206,8.500085
2012-04-13,4.158883083359672,9.479331
2012-04-13,5.304001183016334,8.164473
2012-04-13,9.41072939140773,7.7678456
2012-04-13,10.709659354323136,8.290567
2012-04-13,8.86832319052356,9.106391
2012-04-13,8.278666930562434,9.105787
2012-04-13,5.886104031450156,7.6576457
2012-04-13,9.737057454970696,7.5917907
2012-04-13,7.8310097079378025,8.852063
2012-04-13,8.431511112336707,8.177707
2012-04-13,4.997212273764115,7.6413455
2012-04-13,10.457714848590657,7.5023837
2012-04-13,10.851481581694252,8.888762
2012-04-13,7.600092131314828,8.884345
2012-04-13,7.052721049232323,8.033282
2012-04-13,7.350837250661607,8.018344
2012-04-13,9.156341315049332,8.120963
2012-04-13,8.062435943169783,8.52731
2012-04-13,8.287145863785232,8.247385
2012-04-13,7.061557326615683,7.564639
2012-04-13,8.882998129824236,7.7482204
2012-04-13,7.1592919047975645,8.161649
2012-04-13,5.9596642345581845,7.907811
2012-04-13,9.31452559725076,7.7835293
2012-04-13,7.6773726394848225,8.267572
2012-04-13,7.368749696882782,8.051576
2012-04-13,8.982357630646307,7.7111163
2012-04-13,8.797808351964042,8.091171
2012-04-13,7.865594781210998,8.379344
2012-04-13,9.27456228049727,8.21784
2012-04-13,8.895314508998826,8.42163
2012-04-13,10.129231719316616,8.433145
2012-04-13,8.262019611895324,9.11291
2012-04-13,7.878912912297133,8.519806
2012-04-13,11.557197246127988,8.3663
2012-04-13,11.190967149965251,10.337262
2012-04-13,8.388670946323785,8.936773
2012-04-13,9.10710426483046,8.765787
2012-04-13,8.499587109945985,8.884332
2012-04-13,10.449029625858314,8.200061
2012-04-13,9.325637654038744,9.408092
2012-04-13,7.532623618788788,9.038275
2012-04-13,7.800126199578051,8.172169
2012-04-13,9.592641248923814,8.559871
2012-04-13,9.31562878503468,8.717731
2012-04-13,9.08148374985118,8.912236
2012-04-13,5.8187170127483006,9.005433
2012-04-13,6.131226489483141,7.665948
2012-04-13,9.547228236497867,8.098187
2012-04-13,8.993106822148093,8.32097
2012-04-13,11.28002168723186,8.651778
2012-04-13,10.00616913304937,9.110707
2012-04-13,9.661244002024793,9.512684
2012-04-13,10.479075109981247,9.363377
2012-04-13,9.049221638217258,9.18146
